airwayPathKey,airwayKey,awyId,awyLocation,awyDesignation,airwayString,sourceCycle,sourceTable,sourceRowId
AIRWAY_PATH:R463:C,AIRWAY:R463,R463,C,PA,MAGGI SERYU TOADS APACK AUNTI ADOPE AXELE ADTIL ALLBE ALCOA,2026-05-14,AWY_BASE,607
AIRWAY_PATH:R464:C,AIRWAY:R464,R464,C,PA,MAGGI BITTA BOARD BEKME BILLO BARAZ BAART BEBOP,2026-05-14,AWY_BASE,608
AIRWAY_PATH:R465:C,AIRWAY:R465,R465,C,PA,MAGGI SHARK CLUTS CEBEN CIVIT CORTT CUNDU CREAN CINNY,2026-05-14,AWY_BASE,609
AIRWAY_PATH:R507:C,AIRWAY:R507,R507,C,AT,GTK MRTEE LENUS ANTOX NOPIT SAPPO CONCH UTAHS,2026-05-14,AWY_BASE,610
AIRWAY_PATH:R56:C,AIRWAY:R56,R56,C,AT,LINND KENDA LARGE PENYT SLATN,2026-05-14,AWY_BASE,611
AIRWAY_PATH:R576:C,AIRWAY:R576,R576,C,PA,OGG ALAFU WAPPO ONOVY DENNS DRAYK DUSAC DIALO DADIE DUETS DINTY,2026-05-14,AWY_BASE,612
AIRWAY_PATH:R577:C,AIRWAY:R577,R577,C,PA,OGG AWAHI AZIBA TANFO ALICA EBBER ELOYI ERROT ETNIC ETECO EDSEL EDTOO ELKEY,2026-05-14,AWY_BASE,613
AIRWAY_PATH:R578:C,AIRWAY:R578,R578,C,PA,DEREC BYROW FITES FAPIS FOMAS FIZEL FLITY FOOTS FICKY,2026-05-14,AWY_BASE,614
AIRWAY_PATH:R580:C,AIRWAY:R580,R580,C,PA,OMOTO OGDEN OPHET OLCOT OPAKE ONEIL OBOYD OFORD OGGOE ONEOX ORVIL ORCCA HAMND,2026-05-14,AWY_BASE,615
AIRWAY_PATH:R584:C,AIRWAY:R584,R584,C,PA,CHOKO MCFLY MANRE MAZZA MAJ CURCH RASON LOOIS HAVNU TRADD PNI BIRUQ MICNO TKK DAMAY WUMVE GUNSS JUNIE OPLAR GUMGE UNZ OTTRE MIKYY KEITH,2026-05-14,AWY_BASE,616
AIRWAY_PATH:R585:C,AIRWAY:R585,R585,C,PA,CIVIT FLEXX GITLE GALIP AUDIA,2026-05-14,AWY_BASE,617
AIRWAY_PATH:R595:C,AIRWAY:R595,R595,C,PA,UNZ OTTRE MIKYY KEITH,2026-05-14,AWY_BASE,618
AIRWAY_PATH:R628:C,AIRWAY:R628,R628,C,AT,TANIA ZOLLA MENDL PEKRE SANNS ZQA,2026-05-14,AWY_BASE,619
AIRWAY_PATH:R760:C,AIRWAY:R760,R760,C,AT,COY GOUDA PJM,2026-05-14,AWY_BASE,620
AIRWAY_PATH:R763:C,AIRWAY:R763,R763,C,AT,LETON IORIO COUKY FOLLE JEFFO GTK RNTRY MACKI HARBG MUNOZ BQN,2026-05-14,AWY_BASE,621
AIRWAY_PATH:R888:C,AIRWAY:R888,R888,C,AT,COY MODUX,2026-05-14,AWY_BASE,622
AIRWAY_PATH:R99:A,AIRWAY:R99,R99,A,R,DUT DIBWO LIJFY RANND SPY,2026-05-14,AWY_BASE,623
AIRWAY_PATH:RTE1:C,AIRWAY:RTE1,RTE1,C,PR,UTAHS BQN MAZ,2026-05-14,AWY_BASE,624
AIRWAY_PATH:RTE12:C,AIRWAY:RTE12,RTE12,C,PR,MAZ JOSHE VARNA SJU JETSS STT,2026-05-14,AWY_BASE,625
AIRWAY_PATH:RTE2:C,AIRWAY:RTE2,RTE2,C,PR,BQN PEBLO BOCCA SJU ISLLA FAJAR TOURO MALIE STT OSSEL COY,2026-05-14,AWY_BASE,626
AIRWAY_PATH:RTE3:C,AIRWAY:RTE3,RTE3,C,PR,UTAHS JAAWS SJU,2026-05-14,AWY_BASE,627
AIRWAY_PATH:RTE4:C,AIRWAY:RTE4,RTE4,C,PR,IDAHO BQN JOSHE MIGHT TUUNA VEDAS HAKVO SNOOZ COY,2026-05-14,AWY_BASE,628
AIRWAY_PATH:RTE5:C,AIRWAY:RTE5,RTE5,C,PR,BQN ROBLL PLING,2026-05-14,AWY_BASE,629
AIRWAY_PATH:RTE6:C,AIRWAY:RTE6,RTE6,C,PR,IDAHO ROBLL BEANO CORAF SJU CHAKA PALCO STT,2026-05-14,AWY_BASE,630
AIRWAY_PATH:RTE7:C,AIRWAY:RTE7,RTE7,C,PR,PLING SAALR DONKE SJU SANLO TUUNA GESSO,2026-05-14,AWY_BASE,631
AIRWAY_PATH:RTE9:C,AIRWAY:RTE9,RTE9,C,PR,BEWIK WIGUM CLAYO MIGHT GANBO SJU WALNA DEEDY VERMO,2026-05-14,AWY_BASE,632
AIRWAY_PATH:T200:C,AIRWAY:T200,T200,C,RN,CLL COUTH PRARI SEALY DREWZ MOLLR SBI,2026-05-14,AWY_BASE,633
AIRWAY_PATH:T201:C,AIRWAY:T201,T201,C,RN,MEVAE TRUEX FEGNO NUROE BORTZ,2026-05-14,AWY_BASE,634
AIRWAY_PATH:T202:C,AIRWAY:T202,T202,C,RN,GURSH AWRYT RICHE HUSTN FEGNO GANTS ZADEL,2026-05-14,AWY_BASE,635
AIRWAY_PATH:T203:C,AIRWAY:T203,T203,C,RN,ANDYS AWRYT ROUTH FADOS OREAD,2026-05-14,AWY_BASE,636
AIRWAY_PATH:T205:C,AIRWAY:T205,T205,C,RN,OCF OTK,2026-05-14,AWY_BASE,637
AIRWAY_PATH:T206:C,AIRWAY:T206,T206,C,RN,ENADE FADOS GOTHS NUROE ZADEL LIB SNOWS,2026-05-14,AWY_BASE,638
AIRWAY_PATH:T207:C,AIRWAY:T207,T207,C,RN,FOXAM MMKAY WALEE,2026-05-14,AWY_BASE,639
AIRWAY_PATH:T208:C,AIRWAY:T208,T208,C,RN,SIROC SAHND FOXAM SUUGR SMYRA OAKIE MALET TICCO INDIA DIMBY VALKA SULTY WIXED CLEFF DURRY BOBOE SHANC,2026-05-14,AWY_BASE,640
AIRWAY_PATH:T209:C,AIRWAY:T209,T209,C,RN,TBERT SPONG DOVER MILEN SARDY HEDIL BEANS WANSA COLON BLANE LUKES HRTWL REEDY PETON DUNKE ILEYO PELAM UNMAN STYLZ,2026-05-14,AWY_BASE,641
AIRWAY_PATH:T210:C,AIRWAY:T210,T210,C,RN,MILLP MHOUS GRNVL HADDE MISSM OHLEE MMKAY MRUTT GUANO KIZER EMSEE DAIYL AKOJO PUNQU VARZE WEZER,2026-05-14,AWY_BASE,642
AIRWAY_PATH:T211:C,AIRWAY:T211,T211,C,RN,OCF JUTTS CARRA PRKKS CRG,2026-05-14,AWY_BASE,643
AIRWAY_PATH:T212:C,AIRWAY:T212,T212,C,RN,RASHE SEG KIACK BLESS DIANO LVZ LAAYK QTIPP WEARD WEETS TRESA STUBY VEERS NELIE DARTH PUT,2026-05-14,AWY_BASE,644
AIRWAY_PATH:T213:C,AIRWAY:T213,T213,C,RN,IIU GAMKE GEENY MILAN ZESOD RID,2026-05-14,AWY_BASE,645
AIRWAY_PATH:T214:C,AIRWAY:T214,T214,C,RN,OREAD BORTZ THMSN ZADEL ORPEE,2026-05-14,AWY_BASE,646
AIRWAY_PATH:T215:C,AIRWAY:T215,T215,C,RN,BURGG GENOD HORAL HILTO HUTSI FLENR RISTE DACEL OLETE HUGEN IRVIN HYK NERVE GAMKE GEENY MILAN DEEKS BONOY CLEFT MAPPS SMARS CPTON,2026-05-14,AWY_BASE,647
AIRWAY_PATH:T216:C,AIRWAY:T216,T216,C,RN,PSB SWISS ZAGTI FQM ORDMO ELEXY LOPEZ LECOR LAAYK HAWLY RAGER CAMMO HELON SPECL IGN DEEDE MOONI JUDDS HFD THUMB ARENE SALEM GON TRAIT SEY NEWBE BENNT ACK,2026-05-14,AWY_BASE,648
AIRWAY_PATH:T217:C,AIRWAY:T217,T217,C,RN,HYK BOSTR HEDEN PRUDE SGH BONEE SJAAY DERRF GETCH GAYLE,2026-05-14,AWY_BASE,649
AIRWAY_PATH:T218:C,AIRWAY:T218,T218,C,RN,DLMAR GUYED LACIE SCOFF LAAYK TALLI COATE SAX,2026-05-14,AWY_BASE,650
AIRWAY_PATH:T219:A,AIRWAY:T219,T219,A,RN,DLG BROUS NACIP ACATE RUFVY MKLUK HPB,2026-05-14,AWY_BASE,651
AIRWAY_PATH:T220:C,AIRWAY:T220,T220,C,RN,MARCS CRAYS MEESO MNURE SEALY DREWZ MOLLR SBI,2026-05-14,AWY_BASE,652
AIRWAY_PATH:T221:C,AIRWAY:T221,T221,C,RN,MAZIE TROXL FJC BEERS ROCOY RITTY LAAYK TYYLR CFB,2026-05-14,AWY_BASE,653
AIRWAY_PATH:T222:A,AIRWAY:T222,T222,A,RN,SPY HYLEE ALIEN RUFVY BET HOLIN CABOT WOGAX IKUFU JILSI CYCAS UTICE JOANY MCG MEFRA SUCOD HEMRO ENN FAI,2026-05-14,AWY_BASE,654
AIRWAY_PATH:T223:A,AIRWAY:T223,T223,A,RN,ZIKNI ROGOC CEKBA PEDUJ DLG OCDIJ KOWOK ZUNOS SAHOK FAGIN FORAX NONDA BLUGA AMOTT GASTO TED,2026-05-14,AWY_BASE,655
AIRWAY_PATH:T224:C,AIRWAY:T224,T224,C,RN,PSX KEEDS MOLLR FRYED MOCKS SHWNN WASPY KNZLY HAYES ARTEL CRISP MICRO ZIROR DAFLY LULEW BUDAM MYRIC WOVON DONBE AWDAD SIMBY VOODO KJAAY SNAKI SLIDD CLERY MUDDA WTERS NESFE BUGLE SQWID LYNRD AXSIS AXEJA TENSA WIILL PICKS ALOON MGMRY GONDR RSVLT CANER GRANT HUZER SMARR SINCA GLOSS MADDI JOTNO DACHA UGAAA JOSPI BOWMN HARTI ECITY PEDAL DOODD TUXDO STYLZ GENOD SWENK VAESE BONZE SANFI JOTTA INGON PROVE MAYOS LEAKS UFFIN MCDON YUDUG NUTTS WAVES TAPPA COLIN SHLBK QUENS PRNCZ GARED CHOPS ORETE HEDGE RIDGY CANNY ENO BRIEF JIIMS LEBVE CYN WHITE DIXIE MOVFA JFK KEEPM TRANZ JAFFY CCC KEYED VIKKY CREAM FLIBB YODER KURTY SALEM YANTC JEWIT FOSTY HEFTY WOONS MILIS BOS,2026-05-14,AWY_BASE,656
AIRWAY_PATH:T225:A,AIRWAY:T225,T225,A,RN,HPB AKELT HUMLA ZIPIX ALMOT HERLA MKLUR UNK EDMON VENCE GAL KUHZE FECFO CHOKK NELTE TAL SATUE REEBA GOLLY MINTO FAI,2026-05-14,AWY_BASE,657
AIRWAY_PATH:T226:A,AIRWAY:T226,T226,A,RN,JOH FIDAL ROBES KLUNG GKN DOZEY PAXON DONEL BIG HUTIL DEYEP WUTGA HEXAX FYU,2026-05-14,AWY_BASE,658
AIRWAY_PATH:T227:A,AIRWAY:T227,T227,A,RN,SYA JANNT DEJJE BAERE INOTY HIMKI ALEUT MORDI GENFU BINAL WIXER CULTI ZAFPO BATTY GAMIC FEDGI WEZZL AMOTT BGQ SURES CAWIN LIBER GLOWS PERZO FAI PESGE JIFFS FIPSU CUGOB SIKLV SCC,2026-05-14,AWY_BASE,659
AIRWAY_PATH:T228:A,AIRWAY:T228,T228,A,RN,ZIKNI KUCYE RUFVY DENRO HPB ITKIC FAIRE OME JESZU GAITS TALYN HIKAX HIPIV ECIPI JAPKI PODKE CIRSU FAQIR BRW OOSIK YIGUF SCC ROCES,2026-05-14,AWY_BASE,660
AIRWAY_PATH:T229:A,AIRWAY:T229,T229,A,RN,FAI MINTO GOLLY REEBA SATUE TAL ELCON CENSE TOYKU HSL ATAGO DESOY WLK OTZ BERJO FIWWI JEGTU ECIPI SUGRE VANTY,2026-05-14,AWY_BASE,661
AIRWAY_PATH:T230:A,AIRWAY:T230,T230,A,RN,SPY GARRS AKN,2026-05-14,AWY_BASE,662
AIRWAY_PATH:T231:A,AIRWAY:T231,T231,A,RN,FAI HOBOM MOGFO ATYEB TAYWY MIPMY WLK OTZ,2026-05-14,AWY_BASE,663
AIRWAY_PATH:T232:A,AIRWAY:T232,T232,A,RN,BRW CHIPS BRONX AKUMY ZENLA OCOCU BTT HORAG CYCLE BRION LIVEN HESSE FAI KRNKL IMARE CUTUB RIVOR BIG MEYLE EGAXE CUGCA CIMGO ORT,2026-05-14,AWY_BASE,664
AIRWAY_PATH:T233:A,AIRWAY:T233,T233,A,RN,OTZ CIBDU TOMPY KORKY ENCOR BTT,2026-05-14,AWY_BASE,665
AIRWAY_PATH:T234:A,AIRWAY:T234,T234,A,RN,FAI WILTS TOLLO RAMPA,2026-05-14,AWY_BASE,666
AIRWAY_PATH:T235:A,AIRWAY:T235,T235,A,RN,FILEV FAQIR ZISDU WUPUV JATIL ZADRO SCC,2026-05-14,AWY_BASE,667
AIRWAY_PATH:T236:A,AIRWAY:T236,T236,A,RN,ENN RAMPA,2026-05-14,AWY_BASE,668
AIRWAY_PATH:T237:A,AIRWAY:T237,T237,A,RN,HOM WUXAN MDO,2026-05-14,AWY_BASE,669
AIRWAY_PATH:T238:A,AIRWAY:T238,T238,A,RN,RAMPA KANUT BTT,2026-05-14,AWY_BASE,670
AIRWAY_PATH:T239:C,AIRWAY:T239,T239,C,RN,PCANN SHANY AYUVO SAWES AXOSE TYGRR MILER KENTT SEMAN NIXBY FAYEZ KYLEE HANDE VLKNN NEGEE CORES CHOOK EXIST FOGUM SWIKI GANTT ICAVY GOINS,2026-05-14,AWY_BASE,671
AIRWAY_PATH:T240:A,AIRWAY:T240,T240,A,RN,BTT JEVUM TEGDE ZETUV DERIK MUKTU SHELO SCC,2026-05-14,AWY_BASE,672
AIRWAY_PATH:T241:A,AIRWAY:T241,T241,A,RN,LATCH FOROP AKCAR LVD ZIDRA,2026-05-14,AWY_BASE,673
AIRWAY_PATH:T242:A,AIRWAY:T242,T242,A,RN,BRW WUPUV LACIL KUTDE TADUE JOKAP WEGNO HUMUB TKA,2026-05-14,AWY_BASE,674
AIRWAY_PATH:T243:C,AIRWAY:T243,T243,C,RN,PUNGO HULIP ZOLMN,2026-05-14,AWY_BASE,675
AIRWAY_PATH:T244:A,AIRWAY:T244,T244,A,RN,OME CONFI JERDN CHEFF BETPE CEXIX CAKAD TED,2026-05-14,AWY_BASE,676
AIRWAY_PATH:T245:C,AIRWAY:T245,T245,C,RN,SLI POPPR SMO SILEX,2026-05-14,AWY_BASE,677
AIRWAY_PATH:T246:A,AIRWAY:T246,T246,A,RN,BRW GAL GEYHY MCG WINOR FFITZ FRIDA IVANN TED,2026-05-14,AWY_BASE,678
AIRWAY_PATH:T247:C,AIRWAY:T247,T247,C,RN,SLI POPPR SMO CANOG,2026-05-14,AWY_BASE,679
AIRWAY_PATH:T248:A,AIRWAY:T248,T248,A,RN,GAM QAYAQ ENM,2026-05-14,AWY_BASE,680
AIRWAY_PATH:T249:C,AIRWAY:T249,T249,C,RN,VNY SMO POPPR SLI,2026-05-14,AWY_BASE,681
AIRWAY_PATH:T250:A,AIRWAY:T250,T250,A,RN,GAM ULL QAYAQ BANAT AKELT BET,2026-05-14,AWY_BASE,682
AIRWAY_PATH:T251:C,AIRWAY:T251,T251,C,RN,FRNIA MOGYU FAM FTZ RIVRS KAYUU POOOL MERKR AGENS PICRA LMONT HAVOS ALO ZEZDU DDUCK FALAR KOETZ,2026-05-14,AWY_BASE,683
AIRWAY_PATH:T252:A,AIRWAY:T252,T252,A,RN,OME BAIME OTZ PERCI WARRT SCC,2026-05-14,AWY_BASE,684
AIRWAY_PATH:T254:C,AIRWAY:T254,T254,C,RN,SJT EVILE BREDY DILLO KALLA REEST DOWWD LETTA CLL HIPPS EAKES KAABA CREPO XAMPL KNZLY,2026-05-14,AWY_BASE,685
AIRWAY_PATH:T255:C,AIRWAY:T255,T255,C,RN,MVY FALMA PVD NOXSE EGAKE BLATT NELIE,2026-05-14,AWY_BASE,686
AIRWAY_PATH:T256:C,AIRWAY:T256,T256,C,RN,SAT CHURN SNIDR SEEDS WEMAR FFSSH WHAEL LDRET GLAND BLUMS BALIO MOLLR SBI TEMCO CIPDA GUSTI DAFLY,2026-05-14,AWY_BASE,687
AIRWAY_PATH:T257:C,AIRWAY:T257,T257,C,RN,VTU RZS MQO CALIS BLANC HNNTR DUBSS CAATE CHAWZ PORTE THHEO JAMIN PYE FREES NACKI ENI MERRI FLUEN PLYAT CCHUK CICRO SEGVE SCUPY OLJEK CIGCA FURNS NELLL MITUE JANAS ONP CUTEL EYCEH ILWAC ZEDAT WAVLU HQM COPLS WAPTO OZETT TOU,2026-05-14,AWY_BASE,688
AIRWAY_PATH:T258:C,AIRWAY:T258,T258,C,RN,MINIM CAYAP CRMSN ZIVMU DAYVS HEENA KYLEE CAMPP BRAVS LANGA CANER GRANT HUZER SMARR SINCA GLOSS MADDI JOTNO DACHA UGAAA HRTWL WILLS TAYSO RICHE HUNNY NATCH GMINI TWHYY LANHO ZEBUL MEYER BOUSY,2026-05-14,AWY_BASE,689
AIRWAY_PATH:T259:C,AIRWAY:T259,T259,C,RN,LHS EHF COREZ AVE CHVAL MBARI LKHRN SNS CAATE SANTY SAPID CRTER NORCL MOVDD OOWEN OXJEF SAAGO BNAKI WEXIM NIKOL DAYMN ELY,2026-05-14,AWY_BASE,690
AIRWAY_PATH:T260:A,AIRWAY:T260,T260,A,RN,VANTY COGNU FEDEV MUJUD OME,2026-05-14,AWY_BASE,691
AIRWAY_PATH:T261:C,AIRWAY:T261,T261,C,RN,SXC GVO FABEG MQO WUNUL CLMNS HRRNG HMPBK WOZZZ DUBSS SNS KARNN WINDY SMONE MOVDD RBLEW GIFME HNNRY GRIDD TALUM JINGO GONGS HOMAN GARSA FARRO CCAPS MUREX MIXUP PIIKZ TUPSE DSD MLLRR HERBS CUPRI SUPOC KUKTE VECCU SUNSN MUDLE YKM SELAH GEBTE LARDY QUINT KLSEY PAWYO HVARD SOFFE JSTEN,2026-05-14,AWY_BASE,692
AIRWAY_PATH:T262:A,AIRWAY:T262,T262,A,RN,ODK WUXAN JOH,2026-05-14,AWY_BASE,693
AIRWAY_PATH:T263:C,AIRWAY:T263,T263,C,RN,FIM DERBB AVE PXN WINDY SMONE MOVDD RBLEW PITTS SGD POPES NAKPT JITIM DIBLE KENDL FOLDS SAVOE HOMEG ZUNAS TALEM OREGN EROWY NOTTI CVO ARTTY UBG LOATH KELNG WINLO ULESS MTLOK QUIIN ARRIE ELWHA,2026-05-14,AWY_BASE,694
AIRWAY_PATH:T264:A,AIRWAY:T264,T264,A,RN,ODK ZAXUM MDO,2026-05-14,AWY_BASE,695
AIRWAY_PATH:T265:C,AIRWAY:T265,T265,C,RN,JAYBE GRIFT START SAFET MEITZ COYAP MAPPS KLROY SMUUV GETCH FREAK COLEE LADIN CARGA BUDHA RONDO PINES,2026-05-14,AWY_BASE,696
AIRWAY_PATH:T266:A,AIRWAY:T266,T266,A,RN,SPUTA AKCAP ZEDEM FEDMI BAVKE ROTVE WONOS COPOG JAPOR NIGPE GUMLE ZONPU ZADED RADKY UNEKY XADZY VULHO FOGID YICAX NEREE ZIDRA VAZPU DOOZI GIRTS ANN,2026-05-14,AWY_BASE,697
AIRWAY_PATH:T267:A,AIRWAY:T267,T267,A,RN,OME JIKSA BALIN OTZ WANLY SICOV HIBLA ZEDAL UBASY SYNOD PODKE JODGU ZISDU,2026-05-14,AWY_BASE,698
AIRWAY_PATH:T268:C,AIRWAY:T268,T268,C,RN,TOU HEMER YUCSU NOOEL STVOH WATTR LEION AYURU WOODI ZGOOD BANDR TMBOB MERFF DOFDO EDSEW UDECU PLUSS MWH BATUM SUBDY ZOOMR YICUB GANGS GEG ROPES HIPRR HILIE FAILD MLP LIBRE ALTON MSO SPUNK BAMBE PIXXI RICHD HLN CUSRI SWEDD CONNS NUKUW SUBKY REEPO COLUS NARUW BIL KOXMY MLS UMWEL QATSA DIK SOXOW BIS,2026-05-14,AWY_BASE,699
AIRWAY_PATH:T269:A,AIRWAY:T269,T269,A,RN,ANN UDENE TURTY TOKEE AKCAR FLIPS BKA JETUT SALIS HAPIT CENTA YAK WORTT MALAS OXIDS FOGNU HORGI ZIXIM JOVOM OXUGE KATAT CASEL JOH FIMIB TED YONEK TORTE VEILL FAMEK SQA ACRAN ZOKAM VIDDA BET MKLUK,2026-05-14,AWY_BASE,700
AIRWAY_PATH:T270:A,AIRWAY:T270,T270,A,RN,HIPIV HEXOG HALUS,2026-05-14,AWY_BASE,701
AIRWAY_PATH:T271:A,AIRWAY:T271,T271,A,RN,CDB BINAL TANIE AKN JIVCO WUXON WOLCI WIDVA ZINAM AMOTT,2026-05-14,AWY_BASE,702
AIRWAY_PATH:T272:C,AIRWAY:T272,T272,C,RN,HLV TYMME,2026-05-14,AWY_BASE,703
AIRWAY_PATH:T273:A,AIRWAY:T273,T273,A,RN,FAI AYKID CURUP VENAE TUVVO SOTGE ROCES,2026-05-14,AWY_BASE,704
AIRWAY_PATH:T274:C,AIRWAY:T274,T274,C,RN,ONP WESHH CRAAF JAIME DBLEY MMDSN MMASN POCIT GIFRD FASAB NUSME RUFUS DUCCS SEDTO FMG CHIME YERIN SCOLA BABIT OAL ZOTUX TEZUM LIDAT,2026-05-14,AWY_BASE,705
AIRWAY_PATH:T275:A,AIRWAY:T275,T275,A,RN,ZIKNI BET DAVBE YELLW VUSUY JERDN UNK,2026-05-14,AWY_BASE,706
AIRWAY_PATH:T276:C,AIRWAY:T276,T276,C,RN,WAVLU WINLO COUGA CARBY VECCU HUNGR LAYTN ALW RENGO SEVER POTOR CUPEV HENVO OFINO JIROS RIVAL DAIRE LOLLO WAANE MSO ARSHO BRCKN FRYMN YOGOS EVBUJ ITEVE WUDEY GGW,2026-05-14,AWY_BASE,707
AIRWAY_PATH:T277:A,AIRWAY:T277,T277,A,RN,BTT JIGTI NOKFE VOVUY EPEHO JODGU,2026-05-14,AWY_BASE,708
AIRWAY_PATH:T278:A,AIRWAY:T278,T278,A,RN,HAPIT CSPER BIKUW SSR RADKY,2026-05-14,AWY_BASE,709
AIRWAY_PATH:T279:A,AIRWAY:T279,T279,A,RN,ALEUT BET,2026-05-14,AWY_BASE,710
AIRWAY_PATH:T280:A,AIRWAY:T280,T280,A,RN,FLIPS LVD,2026-05-14,AWY_BASE,711
AIRWAY_PATH:T281:C,AIRWAY:T281,T281,C,RN,YOZLE BOKKI ANW LKOTA PIR,2026-05-14,AWY_BASE,712
AIRWAY_PATH:T282:A,AIRWAY:T282,T282,A,RN,VENCE AKTIE FUZES ENVOI ZOSTU ROSII TADUE PERZO FAI,2026-05-14,AWY_BASE,713
AIRWAY_PATH:T283:C,AIRWAY:T283,T283,C,RN,BFF GRN WNDED PIR,2026-05-14,AWY_BASE,714
AIRWAY_PATH:T285:C,AIRWAY:T285,T285,C,RN,LBF TDD MARSS VTN LKOTA LESNR HON,2026-05-14,AWY_BASE,715
AIRWAY_PATH:T286:C,AIRWAY:T286,T286,C,RN,FONIA DIK NEXRU HAYNI JELRO DIXLE BFFLO JORNO RAP KEOTA GRN EFFEX TDD BOKKI GRI NUCDI TEVUW VACUS HAYWD HTHWY MOZIS MSORI RBA JUDAA BOWLR,2026-05-14,AWY_BASE,716
AIRWAY_PATH:T287:C,AIRWAY:T287,T287,C,RN,GMINI MMJAY MERIL SNOWS OXFRD BOUSY MANGE MELIA FAK GVE DENNN CAARY WILMY KAIJE BAMMY REEES TOMYD HAMRR DANII OBWON VYSOR AGARD SPEAK CANNY DONIL WNSTN AVALO BRIGS HARBO DRIFT MANTA PLUME SHERL DUNEE KOPPY SARDI RICED BEDYA SHLEP BEADS ORCHA PARCH GARRD TRAIT WACKY ASHWY LAFAY JIKUK YBERA PVD INNDY BURDY HAVNS GRGIO LBSTA SILVE SEEDY ENE,2026-05-14,AWY_BASE,717
AIRWAY_PATH:T288:C,AIRWAY:T288,T288,C,RN,GCC TRTTL KARAS PACTO RAP JSSCA WNDED VTN ANW FESNT ISTIQ,2026-05-14,AWY_BASE,718
AIRWAY_PATH:T290:C,AIRWAY:T290,T290,C,RN,HABJE MEI KWANE RABEC MGM SCAIL BBAIT BBASS BBOAT BOBBR JACET,2026-05-14,AWY_BASE,719
AIRWAY_PATH:T291:C,AIRWAY:T291,T291,C,RN,TYI COUPN HCM MODEL FAGED COLIN SHLBK LOUIE TUNDR GRACO RIPKN BAABS VINNY GRAMO HAR MORTO SEG HYATT MEGSS LAAYK ZURIS LEDIE DANZI OAKIL ALB,2026-05-14,AWY_BASE,720
AIRWAY_PATH:T292:C,AIRWAY:T292,T292,C,RN,LYNRD BURIN HAZEY YARBO ANTUH JANES KWANE EUTAW MOVIL DAYVS VLKNN HOKES MAYES RKMRT POLLL CCATT REELL TRREE JACET,2026-05-14,AWY_BASE,721
AIRWAY_PATH:T293:C,AIRWAY:T293,T293,C,RN,CHUTT NFTRY ZINTU SHAKK RTLRY HONRR POLLL DAISI,2026-05-14,AWY_BASE,722
AIRWAY_PATH:T294:C,AIRWAY:T294,T294,C,RN,HABJE MEI NOSRY BOYDD ALICE CRMSN SITES OAKGO WUNET VLKNN TRUST JOTAV NOPVE DEGAA KOCEY LAYIN HEFIN BAHRR ZINTU BBAIT JMPPR GRANT,2026-05-14,AWY_BASE,723
AIRWAY_PATH:T295:C,AIRWAY:T295,T295,C,RN,DUFFI POORK DOGWD KREGG HOUKY TAPPA COLIN SHLBK LOUIE TUNDR GRACO RIPKN BAABS RAYAA LRP DUMMR HAILS SNOWY KRAZE LYTEL LVZ LAAYK KERRI PRNCE SAGES TALCO WIGAN BOWAN MOBBS SASHA MOLDS CTR WHATE WARIC KEYNN TAPSE CON SATAN ENE BRNNS RAZZR AALYS BGR NIELD LAUDS PRENT HULTN PQI,2026-05-14,AWY_BASE,724
AIRWAY_PATH:T296:C,AIRWAY:T296,T296,C,RN,JMPPR BBASS TATRS TACKL,2026-05-14,AWY_BASE,725
AIRWAY_PATH:T297:C,AIRWAY:T297,T297,C,RN,PAIRA NFTRY HEFIN RKMRT CHTTE DAISI AWSON REELL,2026-05-14,AWY_BASE,726
AIRWAY_PATH:T298:C,AIRWAY:T298,T298,C,RN,OAK SALAD ALTAM RBLEW ORANG EVETT ELKHN SMURA NIKOL OAL KATTS KITTN ILC WOOOP MLF DETAN EBOVE PUC MTU OCS DORTN CZI,2026-05-14,AWY_BASE,727
AIRWAY_PATH:T299:C,AIRWAY:T299,T299,C,RN,OBEPE UCREK KAIJE BAMMY REEES SCAPE HAR BOBSS HWANG DUMMR ETX FJC SCOUP HOPCE HUO CAMMO WEARD FILPS SAGES CYPER AGNEZ ALB,2026-05-14,AWY_BASE,728
AIRWAY_PATH:T300:C,AIRWAY:T300,T300,C,RN,SSENA STANK JONNN UUBER OPDIE GASSY WAREN OTOLE ALB CANAN SHIGY STELA MOLDS TOMES COBOL NELIE WIPOR YANTC LAFAY MINNK NEWBE DEEPO,2026-05-14,AWY_BASE,729
AIRWAY_PATH:T301:C,AIRWAY:T301,T301,C,RN,CGI EMPTE GENTS RENEA DEVER ENL TYMME SPI GROWL PIA,2026-05-14,AWY_BASE,730
AIRWAY_PATH:T302:C,AIRWAY:T302,T302,C,RN,CUKIS JJACE JJETT JERMM CUPRI ZUDMI DRYLD ILR JOSTN UKAYI ADEXE CANEK ALKAL FEVDO TOXEE JADUP MRILE RAMMM RRROD SBINO MIKAE BXTER EEBEE REGVE OCS FIKLA MBW ZIKRU BFF WAKPA AIA EVENN EFFEX MARSS PUKFA GIYED LLUKY JUGED KAATO SAANT ROKKK IOWWA NSTUF ALO DEWAR INDET RIZZY DBQ JOOLZ AFOOT LYSEN GRIFT,2026-05-14,AWY_BASE,731
